year,scenario,biofuels_enabled,capex_per_kw,wacc,diesel_price_per_t,kero_price_per_t,naphtha_price_per_t,wax_price_per_t,imo_premium,electrolyser_mw,new_electrolyser_mw,cumulative_ely_mw,electrolyser_cf,wind_mw,solar_mw,battery_charge_mw,battery_store_mwh,grid_import_twh_y,synth_mw,h2_store_mwh,meoh_store_mwh,co2_store_t,meoh_tonnes,co2_tonnes,co2_blended_price,co2_by_source,naphtha_tonnes,kero_tonnes,diesel_tonnes,wax_tonnes,lcom,lcof,lcom_lp,lcof_lp,ely_tranche_annuity,annual_capex_process,annual_power_cost,annual_co2_cost,mandated_fuel_mt,fossil_market_revenue_aud,cost_to_produce_aud,annual_subsidy_aud,subsidy_per_t_mandated_aud,subsidy_per_taxpayer_aud,electric_heater_mw_th,h2_burner_mw_th,cst_mw_th,cst_turbine_mw_el,refinery_mw,shared_hcr_naphtha_t_per_hr,shared_hcr_kero_t_per_hr,shared_hcr_diesel_t_per_hr,solve_seconds,htl_steelworks_cap_t_dry_per_hr,htl_steelworks_t_dry_per_yr,htl_steelworks_fuel_diesel_t_per_yr,htl_steelworks_fuel_kero_t_per_yr,htl_steelworks_fuel_naphtha_t_per_yr,htl_port_bonython_cap_t_dry_per_hr,htl_port_bonython_t_dry_per_yr,htl_port_bonython_fuel_diesel_t_per_yr,htl_port_bonython_fuel_kero_t_per_yr,htl_port_bonython_fuel_naphtha_t_per_yr,htl_t_dry_per_yr,htl_fuel_diesel_t_per_yr,htl_fuel_kero_t_per_yr,htl_fuel_naphtha_t_per_yr,hefa_cap_t_oil_per_hr,hefa_t_oil_per_yr,hefa_fuel_kero_t_per_yr,hefa_fuel_diesel_t_per_yr,hefa_fuel_naphtha_t_per_yr,pyrolysis_cap_t_dry_per_hr,pyrolysis_t_dry_per_yr,pyrolysis_fuel_diesel_t_per_yr,pyrolysis_fuel_kero_t_per_yr,pyrolysis_fuel_naphtha_t_per_yr,gasification_cap_t_dry_per_hr,gasification_t_dry_per_yr,gasification_biogenic_h2_mwh_per_yr,gasification_biogenic_co2_t_per_yr,waste_heat_used_mwh_per_yr,lignocellulose_dispatched_t_per_yr,halophyte_oil_dispatched_t_per_yr,algae_steelworks_dispatched_t_per_yr,algae_port_bonython_dispatched_t_per_yr,tranche_mallee_tier1_t_per_yr,tranche_mallee_tier2_t_per_yr,tranche_mallee_tier3_t_per_yr,tranche_saltbush_tier1_t_per_yr,tranche_saltbush_tier2_t_per_yr,tranche_halophyte_tier1_t_per_yr,tranche_halophyte_tier2_t_per_yr,tranche_algae_steelworks_tier1_t_per_yr,tranche_algae_port_bonython_tier1_t_per_yr,tranche_algae_port_bonython_tier2_t_per_yr
2029,imo_binding,True,1620.0,0.11,2200,2350,1470,2500,True,5614.0504425290865,5614.0504425290865,5614.0504425290865,0.7729760775527187,6826.461480297517,3983.81369708487,3.3838207267432027e-07,8.319541634678402e-07,8.765804011258846,4230.030664299399,7711.822341873147,1475993.4334075174,13134.822795180122,3953488.372104553,3895546.511784525,371.75950773800434,"{""co2_nyrstar"": 399999.9999732335, ""co2_adbri_cement"": 999999.9999711725, ""co2_dac"": 2495546.511840119}",255000.00001141857,765000.000137079,595000.0000540776,85000.0000002479,1436.2089388675115,3493.7119522837547,1436.2089388675115,3493.7119522837547,1142080494.845207,1638733747.58582,2591095138.547991,1448206453.591515,1.7,3694100000.4585114,5969839484.7848425,2275739484.326331,1338.6702848978418,197.8903899414201,160.05272346397115,3.0699477388215e-06,3.899031710566884e-08,1.0185744719811123e-07,2494.749448943884,29.109589114378384,87.32876721093245,67.92237450733697,29.8,2.071997906634659e-10,8.717454456284397e-07,1.647598892237751e-07,8.237994461188754e-08,2.745998153729585e-08,2.9888317417487047e-10,1.675814276613032e-06,3.1672889827986316e-07,1.5836444913993158e-07,5.278814971331051e-08,2.547559722241472e-06,4.814887875036382e-07,2.407443937518191e-07,8.024813125060636e-08,2.8743197670387225e-08,0.00022311499410168804,0.00013275342149050436,4.7411936246608714e-05,9.482387249321743e-06,8.248520990219576e-09,2.281615590793197e-05,4.449150402046735e-06,1.8538126675194729e-06,1.1122876005116838e-06,135.2739725979674,1184999.9998917193,3159968.399711255,1540499.9998592352,1.210757563372833e-06,1184999.9999145356,0.00022311499410168804,8.717454456284397e-07,1.6758142766130323e-06,119999.99998434096,239999.99998313902,599999.9999810924,74999.99998364196,149999.99998232126,0.0002059683047904006,1.7146689311287447e-05,8.717454456284397e-07,8.504039673798944e-07,8.25410309233138e-07
2030,imo_binding,True,1440.0,0.11,2100,2250,1400,2500,True,8605.01988828966,2990.9694457605738,8605.01988828966,0.7863958779481769,10998.21836866022,6297.994805476582,3.3563745865358327e-06,8.147604913506659e-06,14.178011641234434,6245.880738426994,12625.365504543457,1553488.3636035812,13134.828463213289,5930232.55826851,6613569.768800765,383.24006147205404,"{""co2_steelworks"": 559999.9997265473, ""co2_nyrstar"": 399999.99971665745, ""co2_adbri_cement"": 999999.9996935007, ""co2_dac"": 4653569.769664059}",382500.00006889226,1147500.0007472031,892500.0003136353,127500.00000277295,1540.1959363439555,3693.132651993669,1518.7974782710685,3643.6232834396756,1682934260.810505,2290117329.7619247,4182120040.552353,2534584884.7449236,2.55,5310375002.443223,9465895916.733994,4155520914.2907705,1629.61604481991,361.34964472093657,240.07908710539294,3.130072060100779e-05,3.990987505324738e-07,9.527293775777742e-07,3742.1241781925496,43.66438430699646,130.99315150766174,101.8835624171007,25.8,2.1245448205442747e-09,8.927277287676115e-06,1.6872554073707853e-06,8.436277036853927e-07,2.8120923456179756e-07,3.0585771144438952e-09,1.718154124768123e-05,3.2473112958117517e-06,1.6236556479058759e-06,5.412185493019586e-07,2.6108818535357344e-05,4.934566703182537e-06,2.4672833515912683e-06,8.224277838637562e-07,1.6820588291565028e-07,0.0011832003496768202,0.0007040042080577079,0.00025143007430632425,5.0286014861264853e-05,7.985332570348603e-08,0.00019415407955518377,3.786004551326084e-05,1.5775018963858682e-05,9.46501137831521e-06,135.2739725979674,1184999.9990911037,3159968.397576301,1540499.9988184348,1.2398996232883491e-05,1184999.9992852577,0.00118320034967682,8.927277287676115e-06,1.7181541247681226e-05,119999.99986711232,239999.99985841106,599999.99984427,74999.99986249139,149999.9998529729,0.0010076873662481498,0.0001755129834286701,8.927277287676115e-06,8.71706933396062e-06,8.464471913720607e-06
2032,imo_binding,True,1210.0,0.11,2525,2630,1420,2500,True,15537.21967478819,6932.19978649853,15537.21967478819,0.7480920695810785,18882.56976928113,10589.858798261172,4.881401171666256e-06,1.1885564668966024e-05,20.869550446962418,10826.088656214584,33283.028960502415,2446721.369277186,13134.8296999731,9883720.930436376,12049616.281256523,347.3079332602262,"{""co2_steelworks"": 519999.99955642247, ""co2_nyrstar"": 399999.9995377412, ""co2_santos_moomba"": 1699999.9995171623, ""co2_adbri_cement"": 999999.9994949253, ""co2_doc_spencer_gulf"": 0.0, ""co2_dac"": 8429616.283150272}",637754.99989431,1916069.9981772273,1488774.9994226207,212500.00000438213,1527.110366614397,3626.152812769336,1489.1255396904273,3538.373038316182,2736257898.620967,3655601301.765269,6877572635.698399,4184927327.2219753,4.25,10235283068.609102,15508945430.946243,5273662362.337141,1240.8617323146213,458.57933585540354,400.13181120211306,4.67832112688277e-05,5.71356706803154e-07,1.3501637068717278e-06,6236.873629001356,72.80308323196503,218.72945289962072,169.95148500457094,26.3,3.0262949757545263e-09,1.2760012597011357e-05,2.411642380835146e-06,1.205821190417573e-06,4.0194039680585774e-07,4.373229631409137e-09,2.4532934615533306e-05,4.636724642335795e-06,2.3183623211678973e-06,7.727874403892991e-07,3.729294721254466e-05,7.04836702317094e-06,3.52418351158547e-06,1.1747278371951568e-06,0.6849311948845499,5999.9968221613,3569.998109185972,1274.9993247092762,254.99986494185524,1.1879016012095185e-07,0.00030865904455593677,6.018851368840767e-05,2.507854737016987e-05,1.5047128422101917e-05,135.2739725979674,1184999.9985334587,3159968.396089263,1540499.998093496,1.772223971807133e-05,1184999.9988421176,5999.996822161299,1.2760012597011357e-05,2.4532934615533303e-05,119999.9997870745,239999.9997713867,599999.9997447109,74999.99977811321,149999.99976083226,5999.996513882326,0.00030827897277525514,1.2760012597011357e-05,1.2449320655742515e-05,1.208361395979079e-05
2035,imo_binding,True,975.0,0.11,2550,2660,1440,2500,True,22028.935763757483,6491.716088969293,22028.935763757483,0.8582142804506263,24921.566247568517,10589.85879831089,5.977284773129639e-06,1.3589473668295469e-05,67.45347465637158,15279.21839233245,33283.028960828924,3014768.3964764806,13134.829708440831,15813953.48867729,20203686.049601804,339.0804234452552,"{""co2_steelworks"": 439999.999366717, ""co2_nyrstar"": 399999.9993355719, ""co2_santos_moomba"": 1699999.999301205, ""co2_adbri_cement"": 999999.9992630886, ""co2_doc_spencer_gulf"": 1999999.997973494, ""co2_dac"": 14663686.054361727}",1020254.9999204812,3063569.9983817586,2381274.99952927,340000.0000065618,1496.8501016057921,3539.089591364787,1444.1157205634102,3417.1700520395098,3531079246.3614283,4497854570.625972,11488649845.77751,6850674420.853974,6.8,16540514644.397015,24207645670.978867,7667131026.581852,1127.5192686149783,666.7070457897263,640.2108969463735,5.4315643815521346e-05,8.027073448415999e-07,1.6227097591490345e-06,9978.997803504506,116.46746688170222,349.7226039666778,271.8350469065181,22.5,3.714808586334046e-09,1.5768849826297355e-05,2.9803126171702007e-06,1.4901563085851003e-06,4.967187695283667e-07,5.403016041096947e-09,3.032340672206865e-05,5.731123870470974e-06,2.865561935235487e-06,9.551873117451624e-07,4.6092256548366005e-05,8.711436487641175e-06,4.355718243820588e-06,1.4519060812735291e-06,0.6849311986173815,5999.997111810671,3569.9982815273497,1274.9993862597678,254.9998772519536,1.526611224836734e-07,0.0004531612773350955,8.836644908034362e-05,3.681935378347651e-05,2.2091612270085905e-05,135.2739725979674,1184999.9979457515,3159968.3945220597,1540499.9973294772,2.1901180314301883e-05,1184999.998398913,5999.997111810672,1.5768849826297355e-05,3.0323406722068643e-05,119999.99970731951,239999.99968423997,599999.999644924,74999.99969390118,149999.99966852838,5999.996889598169,0.00022221250331079406,1.5768849826297355e-05,1.5388523428193183e-05,1.493488329387546e-05
2038,imo_binding,True,800.0,0.11,2550,2660,1440,2500,True,32003.71381990782,9974.778056150339,32003.71381990782,0.7424262805742251,37313.41655313969,18054.980692989375,8.23436469345644e-06,2.0881565146236624e-05,44.67121578098543,22073.157242028497,49409.021636856065,8750085.252796877,13134.839505132404,19767441.86100156,25639732.563561734,309.88257693458564,"{""co2_steelworks"": 346666.66558299254, ""co2_nyrstar"": 399999.9988524941, ""co2_santos_moomba"": 1699999.998779967, ""co2_adbri_cement"": 999999.9986988725, ""co2_doc_spencer_gulf"": 1999999.9970725486, ""co2_dac"": 20193065.90457486}",1275254.999936968,3828569.9982123785,2976274.999554009,425000.0000115335,1448.6033270478124,3421.8136392214783,1381.9259519467812,3267.635420220782,4533150532.048805,5826676569.71371,13545157942.8934,7945306398.71012,8.5,20672364644.04572,29252453197.40689,8580088553.361172,1009.4221827483732,746.0946568140149,800.26362136323,7.357143855946671e-05,9.691241754001666e-07,2.465217061012658e-06,12473.747256512823,145.5770566492459,437.0513720928266,339.75742185184225,22.9,5.426060072056631e-09,2.2787998187175156e-05,4.306931657376104e-06,2.153465828688052e-06,7.178219428960174e-07,7.807259586898354e-09,4.383235156741196e-05,8.28431444624086e-06,4.14215722312043e-06,1.3807190743734764e-06,6.662034975458712e-05,1.2591246103616963e-05,6.295623051808481e-06,2.098541017269494e-06,0.6849311992916901,5999.996696660953,3569.9980345132667,1274.9992980404525,254.99985960809053,2.499360905926812e-07,0.0008340687794783702,0.0001626434119982822,6.776808833261757e-05,4.066085299957055e-05,135.2739725979674,1184999.996396466,3159968.3903906727,1540499.995315406,3.164999748218772e-05,1184999.997230535,5999.996696660952,2.2787998187175156e-05,4.383235156741195e-05,119999.99950855756,239999.99945804948,599999.9993619241,74999.99948017056,149999.9994218332,5999.996196479226,0.0005001817259437136,2.2787998187175156e-05,2.2243168047767373e-05,2.158918351964458e-05
2040,imo_binding,True,700.0,0.11,2550,2660,1440,2500,True,39512.442164644584,7508.728344736763,39512.442164644584,0.7242085683581905,42170.851766050364,24467.618808263218,1.1592848449955143e-05,2.6692916165164547e-05,77.96558632137533,26525.57115003102,97301.0454363884,8750085.252892407,13134.839521878082,23720930.233283147,31075779.07767867,273.20099374131297,"{""co2_steelworks"": 239999.99817844294, ""co2_nyrstar"": 399999.99804515764, ""co2_santos_moomba"": 1699999.997890827, ""co2_adbri_cement"": 999999.9977100412, ""co2_doc_spencer_gulf"": 1999999.9959925716, ""co2_dac"": 25735779.089861628}",1530254.9999545407,4593569.998085583,3571274.9995915177,510000.0000155878,1473.4996661743728,3475.565248193769,1400.9928212329614,3307.8907855914367,5193189872.868243,6686244495.940736,18056674748.54956,8489933725.307314,10.2,24804214643.83953,35650797296.163284,10846582652.323753,1063.390456110172,943.1811002020655,960.316347058108,0.00010949050012369991,1.3881726802114011e-06,3.1975119532411993e-06,14968.496710069467,174.68664672790422,524.3801392612002,407.67979703148126,27.6,7.507496924193323e-09,3.1176666081138915e-05,5.892389889335255e-06,2.9461949446676277e-06,9.820649815558758e-07,1.0678610088562071e-08,5.9913045605985094e-05,1.1323565619531184e-05,5.661782809765592e-06,1.8872609365885304e-06,9.108971168712401e-05,1.721595550886644e-05,8.60797775443322e-06,2.8693259181444064e-06,0.6849312093579468,5999.99636598784,3569.997837762764,1274.999227772416,254.99984555448322,3.466207456632099e-07,0.001217519899624521,0.00023741638042678158,9.892349184449233e-05,5.9354095106695395e-05,135.2739725979674,1184999.9946812785,3159968.3858168847,1540499.9930856621,4.3300925112692935e-05,1184999.9958987983,5999.99636598784,3.1176666081138915e-05,5.99130456059851e-05,119999.99927926528,239999.99920036725,599999.999043009,74999.999234266,149999.9991418908,5999.995590403848,0.0007755839919872257,3.1176666081138915e-05,3.0404288352137837e-05,2.950875725384726e-05
2027,policy_stated,True,1980.0,0.11,2400,2550,1600,2500,False,-0.0,0.0,0.0,0.0,1.955815462033177e-15,1.7349330315023243e-15,3.7048960302947695e-15,3.5438340919664325e-15,1.7886841003848054e-17,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,"{""co2_nyrstar"": 0.0, ""co2_dac"": 0.0}",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,policy_stated,True,1800.0,0.11,2300,2450,1530,2500,False,-0.0,0.0,0.0,0.0,5.729934634500302e-15,5.059164026399308e-15,1.116952537702358e-14,1.1274458102658132e-14,3.7008388025270815e-17,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,"{""co2_nyrstar"": 0.0, ""co2_dac"": 0.0}",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,policy_stated,True,1620.0,0.11,2200,2350,1470,2500,False,5614.0504425290865,5614.0504425290865,5614.0504425290865,0.7729760775527187,6826.461480297517,3983.81369708487,3.3838207267432027e-07,8.319541634678402e-07,8.765804011258846,4230.030664299399,7711.822341873147,1475993.4334075174,13134.822795180122,3953488.372104553,3895546.511784525,371.75950773800434,"{""co2_nyrstar"": 399999.9999732335, ""co2_adbri_cement"": 999999.9999711725, ""co2_dac"": 2495546.511840119}",255000.00001141857,765000.000137079,595000.0000540776,85000.0000002479,1436.2089388675115,3493.7119522837547,1436.2089388675115,3493.7119522837547,1142080494.845207,1638733747.58582,2591095138.547991,1448206453.591515,1.7,3694100000.4585114,5969839484.7848425,2275739484.326331,1338.6702848978418,197.8903899414201,160.05272346397115,3.0699477388215e-06,3.899031710566884e-08,1.0185744719811123e-07,2494.749448943884,29.109589114378384,87.32876721093245,67.92237450733697,29.6,2.071997906634659e-10,8.717454456284397e-07,1.647598892237751e-07,8.237994461188754e-08,2.745998153729585e-08,2.9888317417487047e-10,1.675814276613032e-06,3.1672889827986316e-07,1.5836444913993158e-07,5.278814971331051e-08,2.547559722241472e-06,4.814887875036382e-07,2.407443937518191e-07,8.024813125060636e-08,2.8743197670387225e-08,0.00022311499410168804,0.00013275342149050436,4.7411936246608714e-05,9.482387249321743e-06,8.248520990219576e-09,2.281615590793197e-05,4.449150402046735e-06,1.8538126675194729e-06,1.1122876005116838e-06,135.2739725979674,1184999.9998917193,3159968.399711255,1540499.9998592352,1.210757563372833e-06,1184999.9999145356,0.00022311499410168804,8.717454456284397e-07,1.6758142766130323e-06,119999.99998434096,239999.99998313902,599999.9999810924,74999.99998364196,149999.99998232126,0.0002059683047904006,1.7146689311287447e-05,8.717454456284397e-07,8.504039673798944e-07,8.25410309233138e-07
2030,policy_stated,True,1440.0,0.11,2100,2250,1400,2500,False,8605.01988828966,2990.9694457605738,8605.01988828966,0.7863958779481769,10998.21836866022,6297.994805476582,3.3563745865358327e-06,8.147604913506659e-06,14.178011641234434,6245.880738426994,12625.365504543457,1553488.3636035812,13134.828463213289,5930232.55826851,6613569.768800765,383.24006147205404,"{""co2_steelworks"": 559999.9997265473, ""co2_nyrstar"": 399999.99971665745, ""co2_adbri_cement"": 999999.9996935007, ""co2_dac"": 4653569.769664059}",382500.00006889226,1147500.0007472031,892500.0003136353,127500.00000277295,1540.1959363439555,3693.132651993669,1518.7974782710685,3643.6232834396756,1682934260.810505,2290117329.7619247,4182120040.552353,2534584884.7449236,2.55,5310375002.443223,9465895916.733994,4155520914.2907705,1629.61604481991,361.34964472093657,240.07908710539294,3.130072060100779e-05,3.990987505324738e-07,9.527293775777742e-07,3742.1241781925496,43.66438430699646,130.99315150766174,101.8835624171007,25.7,2.1245448205442747e-09,8.927277287676115e-06,1.6872554073707853e-06,8.436277036853927e-07,2.8120923456179756e-07,3.0585771144438952e-09,1.718154124768123e-05,3.2473112958117517e-06,1.6236556479058759e-06,5.412185493019586e-07,2.6108818535357344e-05,4.934566703182537e-06,2.4672833515912683e-06,8.224277838637562e-07,1.6820588291565028e-07,0.0011832003496768202,0.0007040042080577079,0.00025143007430632425,5.0286014861264853e-05,7.985332570348603e-08,0.00019415407955518377,3.786004551326084e-05,1.5775018963858682e-05,9.46501137831521e-06,135.2739725979674,1184999.9990911037,3159968.397576301,1540499.9988184348,1.2398996232883491e-05,1184999.9992852577,0.00118320034967682,8.927277287676115e-06,1.7181541247681226e-05,119999.99986711232,239999.99985841106,599999.99984427,74999.99986249139,149999.9998529729,0.0010076873662481498,0.0001755129834286701,8.927277287676115e-06,8.71706933396062e-06,8.464471913720607e-06
2032,policy_stated,True,1210.0,0.11,2125,2280,1420,2500,False,15535.346936383665,6930.327048094005,15535.346936383665,0.7480877752532886,18880.401054171878,10588.64252360333,4.060099813915171e-06,9.299324366761708e-06,20.773610327892033,10825.906730820905,33274.58381491737,2446554.077389276,13134.82847010877,9883720.930412803,12049616.2810155,347.3079332522288,"{""co2_steelworks"": 519999.99960478017, ""co2_nyrstar"": 399999.99958808144, ""co2_santos_moomba"": 1699999.9995699064, ""co2_adbri_cement"": 999999.9995500565, ""co2_doc_spencer_gulf"": 0.0, ""co2_dac"": 8429616.282702675}",637500.0001260393,1912500.0014604793,1487500.000586886,212500.00000387526,1526.9856357065476,3629.629865112425,1489.0008087824874,3541.7448039971564,2735973342.536365,3655278247.4607,6876662884.662461,4184927327.0419006,4.25,8957937504.76569,15505219082.422,6547281577.656311,1540.536841801485,569.3288328396792,400.13181086803945,4.041559802968859e-05,5.096617613430263e-07,1.2049701734890364e-06,6236.873628097023,72.77397355356129,218.3219188692514,169.80593707635666,24.6,2.6970224722571797e-09,1.1353177892041692e-05,2.1457506215958794e-06,1.0728753107979397e-06,3.5762510359931327e-07,3.894207474466514e-09,2.1824026298300034e-05,4.1247409703787066e-06,2.0623704851893533e-06,6.874568283964511e-07,3.317720419034173e-05,6.270491591974586e-06,3.135245795987293e-06,1.0450819319957645e-06,3.1138121896680637e-07,0.0023532962210124652,0.0014002112515024171,0.0005000754469651489,0.00010001508939302981,1.0579945962347265e-07,0.0002739154749841199,5.341351762190338e-05,2.2255632342459742e-05,1.3353379405475845e-05,135.2739725979674,1184999.9986939265,3159968.3965171725,1540499.9983021044,1.576830262783568e-05,1184999.998967842,0.0023532962210124657,1.1353177892041692e-05,2.1824026298300038e-05,119999.99981017855,239999.9997962606,599999.9997725269,74999.99980208602,149999.99978678988,0.0021348398973072367,0.00021845632370522886,1.1353177892041692e-05,1.1074827679549378e-05,1.0749198618750658e-05
2035,policy_stated,True,975.0,0.11,2150,2310,1440,2500,False,22027.218282436377,6491.871346052712,22027.218282436377,0.8582145652124169,24919.72300586652,10588.64252364574,5.094846048843044e-06,1.1579415550745822e-05,67.09560699171702,15279.11322153978,33274.58381519588,3014580.97288766,13134.828477350531,15813953.488625934,20203686.049126044,339.08042343644775,"{""co2_steelworks"": 439999.99945981725, ""co2_nyrstar"": 399999.9994332509, ""co2_santos_moomba"": 1699999.999403936, ""co2_adbri_cement"": 999999.9993714237, ""co2_doc_spencer_gulf"": 1999999.9982714148, ""co2_dac"": 14663686.053186202}",1020000.0001768811,3060000.002056032,2380000.0008236067,340000.0000054576,1496.7750064964043,3541.204102935304,1444.044120153942,3419.20125220726,3530813699.371279,4497614209.529691,11487757921.5938,6850674420.51471,6.8,14504400006.78854,24203964577.629784,9699564570.841244,1426.406554535477,843.4403974644559,640.2108963677879,4.6252192354893546e-05,5.910219674191106e-07,1.3834785958985484e-06,9978.997802014233,116.43835729425687,349.3150698363325,271.68949890738236,24.0,3.2054724616879645e-09,1.342099724968007e-05,2.536568480189533e-06,1.2682842400947665e-06,4.2276141336492223e-07,4.602628365992642e-09,2.5810346858002866e-05,4.878155556162542e-06,2.439077778081271e-06,8.130259260270902e-07,3.923134410768294e-05,7.414724036352075e-06,3.7073620181760375e-06,1.2357873393920124e-06,4.282789212816852e-07,0.0033152662072600783,0.0019725833933197465,0.0007044940690427667,0.00014089881380855335,1.2912778423222906e-07,0.00037689839015209604,7.349518607965873e-05,3.06229941998578e-05,1.8373796519914684e-05,135.2739725979674,1184999.998257394,3159968.3953530975,1540499.997734612,1.8640273957888985e-05,1184999.9986342923,0.003315266207260079,1.342099724968007e-05,2.5810346858002863e-05,119999.99975034715,239999.99973066052,599999.9996971244,74999.99973890153,149999.9997172588,0.003051999453841757,0.00026326675341832226,1.342099724968007e-05,1.3097823834444718e-05,1.2712523023558146e-05
2038,policy_stated,True,800.0,0.11,2150,2310,1440,2500,False,32001.844258712204,9974.625976275827,32001.844258712204,0.7424237906493276,37311.34269570411,18053.97717344977,7.523981984152706e-06,2.4120778822502393e-05,45.157840386087145,22073.093573531347,49393.41775543481,8749813.771841241,13134.86015325142,19767441.861056056,25639732.563903354,309.88257693849147,"{""co2_steelworks"": 346666.6655251861, ""co2_nyrstar"": 399999.9987901349, ""co2_santos_moomba"": 1699999.9987006783, ""co2_adbri_cement"": 999999.9986187107, ""co2_doc_spencer_gulf"": 1999999.996893902, ""co2_dac"": 20193065.905374743}",1275000.0002973308,3825000.0031758165,2975000.0013432163,425000.0000127052,1448.5428136240425,3423.433903237495,1381.8701436308274,3269.1741065948104,4532869707.036978,5826447848.754088,13544283476.081347,7945306398.916126,8.5,18130500010.683968,29248763460.46208,11118263449.77811,1308.0309940915424,966.8055173720096,800.2636220673747,7.349155073921333e-05,1.0903111406264399e-06,2.568006808288911e-06,12473.747257090412,145.5479471818224,436.6438379818577,339.61187431929153,25.7,5.7571006330865715e-09,2.415777321052921e-05,4.56581913679002e-06,2.28290956839501e-06,7.609698561316701e-07,8.327845486768995e-09,4.667506565022647e-05,8.821587407892803e-06,4.410793703946402e-06,1.4702645679821339e-06,7.083283886075568e-05,1.3387406544682824e-05,6.693703272341412e-06,2.2312344241138042e-06,6.627539906978174e-07,0.005010752235178654,0.002981397579931299,0.0010647848499754638,0.00021295696999509278,2.677891931638271e-07,0.0009031165529274904,0.0001761077278208606,7.33782199253586e-05,4.402693195521515e-05,135.2739725979674,1184999.9961913235,3159968.389843631,1540499.9950487206,3.355246279240168e-05,1184999.99709444,0.005010752235178654,2.415777321052921e-05,4.6675065650226476e-05,119999.99948523761,239999.99942928975,599999.9993259538,74999.99945936885,149999.9993945901,0.004534357946295875,0.0004763942888827786,2.415777321052921e-05,2.3665701245961565e-05,2.300936440426491e-05
2040,policy_stated,True,700.0,0.11,2150,2310,1440,2500,False,39510.11139994066,7508.267141228454,39510.11139994066,0.7242141433873078,42169.48700287275,24465.796803948422,1.6864255610030764e-05,3.2615037461462425e-05,78.22362655705443,26525.60323834527,97259.57607157566,8749813.771984497,13134.860170741082,23720930.233574487,31075779.081008017,273.2009937720226,"{""co2_steelworks"": 239999.99739293018, ""co2_nyrstar"": 399999.9972014833, ""co2_santos_moomba"": 1699999.9969795558, ""co2_adbri_cement"": 999999.9967209665, ""co2_doc_spencer_gulf"": 1999999.9942615016, ""co2_dac"": 25735779.09845158}",1530000.0005716942,4590000.00621389,3570000.0026047607,510000.0000218517,1473.44577308307,3476.9343130502502,1400.9438387878824,3309.1874140900736,5192868506.709415,6685954556.975267,18055802776.896893,8489933727.171222,10.2,21756600020.83219,35647025367.079155,13890425346.246964,1361.8064064948003,1207.8630735866925,960.3163519393587,0.0001434840740365318,2.6002685017221044e-06,4.437058465400945e-06,14968.496827400892,174.657537751508,523.9726069917323,407.5342509535339,26.0,1.0832186190096326e-08,4.453863010701291e-05,8.417801090225442e-06,4.208900545112721e-06,1.4029668483709068e-06,1.526314545397584e-08,8.561476125442237e-05,1.618118987708583e-05,8.090594938542914e-06,2.6968649795143045e-06,0.00013015339136143527,2.4598990967311272e-05,1.2299495483655636e-05,4.099831827885211e-06,1.2909848478841868e-06,0.009859829368522918,0.005866598474271134,0.0020952137408111198,0.000419042748162224,4.895670395542239e-07,0.0017025024754994853,0.00033198798272239966,0.0001383283261343332,8.299699568059992e-05,135.2739725979674,1184999.9924283896,3159968.379809241,1540499.9901569064,6.185920848196237e-05,1184999.994130892,0.009859829368522916,4.453863010701291e-05,8.561476125442236e-05,119999.99896851902,239999.99885539326,599999.9986302624,74999.99890462555,149999.99877209173,0.008984559624493101,0.0008752697440298142,4.453863010701291e-05,4.3445107052091524e-05,4.216965420233083e-05
